Title,Description,Resource Class,Publication State,Website Platform,Endpoint URL,Endpoint Description,Is Harvested,Last Harvested,Accrual Method,Accrual Periodicity,Harvest Workflow,Access Rights,Suppressed Record,ID,Identifier,Code,Tags,Admin Note,Due Date,Due Status,Days Until Due,Website Title,Website Alternative Title,Website Description,Website Display Note,Website Creator,Website Creator ID,Website Publisher,Website Provider,Website Resource Class,Website Resource Type,Website Subject,Website Theme,Website Keyword,Website Language,Website B1G Language,Website Local Collection,Website Temporal Coverage,Website Date Issued,Website Index Year,Website Date Range,Website Spatial Coverage,Website Bounding Box,Website Geometry,Website Centroid,Website GeoNames,Website Coordinate Reference System,Website Spatial Resolution in Meters,Website Spatial Resolution as Text,Website Georeferenced,Website Provenance,Website Publication State,Website Website Platform,Website Endpoint URL,Website Endpoint Description,Website Is Harvested,Website Last Harvested,Website Accrual Method,Website Accrual Periodicity,Website Harvest Workflow,Website Created At,Website Updated At,Website Date Accessioned,Website Date Retired,Website Format,Website File Size,Website B1G Image,Website Member Of,Website Is Part Of,Website Source,Website Is Version Of,Website Replaces,Website Is Replaced By,Website Relation,Website Rights,Website License,Website Rights Holder,Website Access Rights,Website Suppressed Record,Website Deprioritized,Website Mediator,Website Access,Website ID,Website Identifier,Website WxS Identifier,Website Code,Website Tags,Website Admin Note,Effective Harvest Workflow,Website Match Count
Harvest record for Stanford Earthworks,Earthworks is Stanford University Library's portal for discovery and distribution of geospatial data. Earthworks provides federated search of more than a dozen other research collections and direct access to data for download.,Series,draft,GeoBlacklight,https://github.com/OpenGeoMetadata/edu.stanford.purl,GitHub,true,2025-12-31,Automated retrieval,Irregular,py_ogm_aardvark,Public,true,harvest_20d-0003,20d-0003,20d-0003,,"Partially harvested - only adding public, nationwide or international datasets. (Not adding California records yet (2025-12-31)",,No Schedule,,Earthworks,,Earthworks is Stanford University Library's portal for discovery and distribution of geospatial data. Earthworks provides federated search of more than a dozen other research collections and direct access to data for download.,,Stanford University Libraries,,Stanford University Libraries,Stanford,Websites,Digital repositories,,,,eng,,,,,,,,,,,,,,,,,published,GeoBlacklight,https://github.com/OpenGeoMetadata/edu.stanford.purl,GitHub,true,,Automated retrieval,As needed,py_ogm_aardvark,2025-08-24 14:58:04 -0500,2026-03-29 19:55:43 -0500,2025-08-24,,,,,,,,,,,,,,,Public,,,,,20d-0003,https://earthworks.stanford.edu,,20d-0003,,"Partially harvested - only adding public, nationwide or international datasets. (Not adding California records yet 0 2025-12-31)",py_ogm_aardvark,1
Mapping Inequality,"Mapping Inequality is a digital humanities project that allows users to explore the history of redlining in the United States through an aggregation of records from the National Archives and Records Administration (NARA). It uses the Home Owners’ Loan Corporation’s records, dating between 1935 and 1940, to create an interactive map that reveals the ways city neighborhoods were rated according to their perceived desirability and risk levels for granting home loans. The site allows users to explore this information in different forms including the original digitized records, full transcriptions of the records, and excerpts that highlight significant details selected from the records by the project designers. The goal of Mapping Inequality is to call attention to the ways in which the practice of redlining contributed to the ongoing reality of racial inequality in the United States. Transcription is ongoing, and more information will be available on the site over time.",Series,draft,GeoBlacklight,https://github.com/OpenGeoMetadata/edu.stanford.purl,GitHub,true,,Automated retrieval,,py_ogm_aardvark,Public,,stanford-vq093gx9796,https://purl.stanford.edu/vq093gx9796,,,,,No Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,py_ogm_aardvark,0
Harvest record for Princeton University Libraries Digital Maps & Geospatial Data,Harvest record - temporary,Series,draft,GeoBlacklight,https://github.com/OpenGeoMetadata/edu.princeton,GeoBlacklight,true,2025-08-23,Automated retrieval,Irregular,py_ogm_gbl1,Public,true,harvest_20d-0002,20d-0002,20d-0002,,,,No Schedule,,Princeton University Libraries Digital Maps & Geospatial Data,,,,Princeton University Libraries,,,Princeton,Websites,Digital repositories,,,,eng,,,,,,,,,,,,,,,,,published,GeoBlacklight,https://github.com/OpenGeoMetadata/edu.princeton,GeoBlacklight,true,2025-08-23,Automated retrieval,Irregular,py_ogm_gbl1,2022-03-03 21:41:01 -0600,2026-03-13 10:55:39 -0500,,,,,,,,,,,,,,,,Public,,,,,20d-0002,https://maps.princeton.edu,,20d-0002,,,py_ogm_gbl1,1
Harvest record for GeoData@Wisconsin,Harvest record - temporary,Series,draft,GeoBlacklight,https://github.com/opengeometadata/edu.wisc,GitHub,true,2025-10-31,Mediated deposit,Irregular,py_ogmwisc,Public,true,harvest_10d-03,10d-03,10d-03,,,,No Schedule,,GeoData@Wisconsin,Robinson Map Library at UW-Madison Geospatial Data Collection,"Items held by the Robinson Map Library are archived copies of datasets originating from cities, counties, regional planning commissions, state agencies, federal agencies, and/or researchers across Wisconsin. This is a curated collection of data layers through time, largely dating back to 2010 (approximately). Beginning in 2017, the Map Library has systematically collected county data layers submitted annually to the Wisconsin Land Information Program’s (WLIP) call for public data. These data include roads and rights-of-way, hydrography, land use, parks/trails/recreation, address points, building footprints, PLSS control, and others. In addition to collecting and archiving specific county data layers on an annual basis, the library also archives Wisconsin data layers from agencies and organizations around the state that have been determined to be useful for academic/research audiences. There is value in keeping snapshots over time of these datasets to facilitate temporal analysis – and to digitally preserve the content for reliable long-term use.",,Robinson Map Library|State Cartographer's Office,,University of Wisconsin-Madison,University of Wisconsin-Madison,Websites,Digital repositories,,,,eng,,,Continually updated resource,,,,Wisconsin,"-92.89,42.49,-86.25,47.3","POLYGON((-92.89 47.3, -86.25 47.3, -86.25 42.49, -92.89 42.49, -92.89 47.3))","44.894999999999996,-89.57",,,,,,,published,GeoBlacklight,https://github.com/opengeometadata/edu.wisc,GitHub,true,2025-10-31,Mediated deposit,Irregular,py_ogmwisc,2021-04-26 11:54:16 -0500,2026-03-29 18:24:09 -0500,,,,,,dc8c18df-7d64-4ff4-a754-d18d0891187d,,,,,,,,,,Public,,,,,10d-03,https://geodata.wisc.edu,,10d-03,,,py_ogmwisc,1
Harvest record for Michiganology,Harvest record - temporary,Series,draft,Preservica,,HTML,true,2025-08-24,Mediated deposit,Irregular,py_opex,Public,true,harvest_06a-03,06a-03,06a-03,,,,No Schedule,,Michiganology,"RG 87-155 GLO Survey Maps, 1816-1860","The Archives of Michigan Digital Collections manages, preserves, and facilitates access to the electronic records collections of the Archives of Michigan, including those transferred by Michigan’s state and local government agencies or digitized by the Archives. All records visible in this portal are unrestricted and available for public use.",,Archives of Michigan,,,,Websites,Digital repositories,Map collections,,,eng,,"Surveyor Maps, 1816-1860",1816-1860,,1816,1816-1860,Michigan,"-90.42,41.7,-82.12,48.31","POLYGON((-90.42 48.31, -82.12 48.31, -82.12 41.7, -90.42 41.7, -90.42 48.31))","45.005,-86.27000000000001",,,,,,,published,Preservica,,HTML,true,2025-08-24,Mediated deposit,Irregular,py_opex,2021-06-10 14:01:19 -0500,2026-03-29 17:26:14 -0500,,,,,,77f-0001,,,,,,8888-003,,,,Public,,,,,06a-03,https://michigan.access.preservica.com/index.php?name=SO_6fddc953-2900-4836-9d12-4594349ecd96,,06a-03,,,py_opex,1
Harvest record for UMedia: University of Minnesota python harvest,Harvest record - temporary,Series,draft,CONTENTdm-RubyOnRails,https://umedia.lib.umn.edu/search.json,JSON API,true,2025-12-31,Automated retrieval,Irregular,py_umedia,Public,true,harvest_05d-01_py,05d-01,05d-01,ogm,,,No Schedule,,UMedia: University of Minnesota,,UMedia provides open access to digitized materials from across the University of Minnesota.,,University of Minnesota,,,University of Minnesota,Websites,Digital repositories,Map collections,,,eng,,,,,,,Minnesota|World,"-180.000,-90.000,180.000,90.000","ENVELOPE(-180,180,90,-90)","0.0,0.0",,,,,,,published,CONTENTdm-RubyOnRails,https://umedia.lib.umn.edu/search.json,JSON API,true,2025-12-31,Automated retrieval,Irregular,py_umedia,2021-04-26 12:02:52 -0500,2026-03-29 15:04:00 -0500,,,,,,64bd8c4c-8e60-4956-b43d-bdc3f93db488,,,,,,,,,,Public,,,,,05d-01,https://umedia.lib.umn.edu/search?facets%5Bcontributing_organization_name_s%5D%5B%5D=University+of+Minnesota+Libraries%2C+John+R.+Borchert+Map+Library.,,05d-01,ogm,,py_umedia,1
Harvest record for American Panorama,Harvest record - temporary,Series,draft,,,,true,2025-09-20,Manual curation,Irregular,template_children,Public,true,harvest_20d-0005,20d-0005,20d-0005,,,,No Schedule,,American Panorama,,"American Panorama is an historical atlas of the United States for the twenty-first century. It combines cutting-edge research with innovative interactive mapping techniques, designed to appeal to anyone with an interest in American history or a love of maps.",,"Nelson, Robert K.|LaDale Winling",,"Digital Scholarship Lab, University of Richmond",,Websites,Digital repositories,,,,eng,,,,,,,United States,,"MULTIPOLYGON(((-178.44 28.52, -154.76 28.52, -154.76 18.86, -178.44 18.86, -178.44 28.52)),((-125.11 49.19, -66.66 49.19, -66.66 24.82, -125.11 24.82, -125.11 49.19)),((-179.3 51.1, -129.9 51.1, -129.9 71.5, -179.3 71.5, -179.3 51.1)))",,,,,,,,published,,,,true,2025-09-20,Manual curation,Irregular,template_children,2025-09-20 15:30:25 -0500,2026-03-29 19:55:43 -0500,,,,,,,,,,,,,,,,Public,,,,,20d-0005,https://dsl.richmond.edu/panorama/,,20d-0005,,,template_children,1
Harvest record for DigitalCommons@University of Nebraska-Lincoln,Harvest record - temporary,Series,draft,HTML/JS,oai:digitalcommons.unl.edu,OAI-PMH,true,2025-09-19,Manual curation,Irregular,template_children,Public,true,harvest_13d-01,13d-01,13d-01,ogm,,,No Schedule,,DigitalCommons@University of Nebraska-Lincoln,,"This is a digital repository of research data, theses, dissertations, and journal articles.",,University of Nebraska-Lincoln,,,University of Nebraska-Lincoln,Websites,Digital repositories,,,,eng,,,,,,,,,,,,,,,,,published,HTML/JS,oai:digitalcommons.unl.edu,OAI-PMH,true,2025-09-19,Manual curation,Irregular,template_children,2021-05-24 10:18:25 -0500,2026-03-13 10:55:13 -0500,,,,4.14 KB,,dc8c18df-7d64-4ff4-a754-d18d0891187d,,,,,,,,,,Public,,,,,13d-01,https://digitalcommons.unl.edu/,,13d-01,ogm,,template_children,1
Harvest record for Dividing the City: Race-Restrictive Covenants in St. Louis and St. Louis County,Harvest record - temporary,Series,draft,GitHub,,,true,2023-05-11,Manual curation,Irregular,template_children,Public,true,harvest_03d-02,b492921b-eebf-442f-acb4-1dc6b0d21cc8,03d-02,,,,No Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,template_children,0
Harvest record for Image and Multimedia Collections at the University of Nebraska-Lincoln,Harvest record - temporary,Series,draft,HTML/JS,,,true,2021-05-25,Manual curation,Irregular,template_children,Public,true,harvest_13d-02,13d-02,13d-02,ogm,,,No Schedule,,Image and Multimedia Collections at the University of Nebraska-Lincoln,Media Commons at UNL,University of Nebraska-Lincoln Libraries Image and Multimedia Collections,,University of Nebraska-Lincoln,,,University of Nebraska-Lincoln,Websites,Digital repositories,Map collections,,,eng,,,,,,,,,,,,,,,,,published,HTML/JS,,,true,2021-05-25,Manual curation,Irregular,template_children,2021-05-24 10:22:26 -0500,2026-03-13 10:55:23 -0500,,,,,,dc8c18df-7d64-4ff4-a754-d18d0891187d,,,,,,,,,,Public,,,,,13d-02,https://mediacommons.unl.edu/,,13d-02,ogm,,template_children,1
Harvest record for Iowa parcels ,Harvest record - temporary,Series,draft,,,,true,,Mediated deposit,Irregular,template_children,Public,true,harvest_03d-06,78ebcce3-6558-430f-8c3c-7be8cb1fbda2,03d-06,,Submitted by Jay Bowen along with guide on filtering c8996c0d-278b-4006-ad68-40009e0217e2,,No Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,template_children,0
"Harvest record for Purdue Campus Maps: West Lafayette, Indiana, 1890-2014",Harvest record - temporary,Series,draft,Custom HTML/JS,,,true,2021-05-07,Manual curation,Irregular,template_children,Public,true,harvest_09d-02,09d-02,09d-02,,,,No Schedule,,"Purdue Campus Maps: West Lafayette, Indiana, 1890-2014",,"See Related Records below to download individual GeoTIFFs. The Purdue historical campus map collection was scanned and georeferenced by Purdue University Libraries. The physical maps were collected as Purdue University Campus Maps collection, located in the Virgina Kelly Karnes Archives and Special Collections, Purdue University Libraries. The collection details the growth of the Purdue University campus through the numerous campus maps, beginning with 1874 and ending with the most recent map. The map collection also provides an assortment of maps which focus on the unique features on campus. Copies of many of the campus maps can also be viewed via the Purdue University Libraries e-Archives: http://earchives.lib.purdue.edu/",,,,,Purdue University,Websites,Interactive resources,Map collections,,Imagery and Base Maps,eng,,,1890-2014,,1890,1890-1890,Indiana--West Lafayette|Indiana,"-86.936,40.402,-86.902,40.442","POLYGON((-86.936 40.442, -86.902 40.442, -86.902 40.402, -86.936 40.402, -86.936 40.442))","40.422,-86.91900000000001",,,,,,,published,Custom HTML/JS,,,true,2021-05-07,Manual curation,Irregular,template_children,2021-05-07 17:56:38 -0500,2026-03-29 18:09:20 -0500,,,,,,64bd8c4c-8e60-4956-b43d-bdc3f93db488|dc8c18df-7d64-4ff4-a754-d18d0891187d,,,,,,,,,,Public,,,,,09d-02,https://collections.lib.purdue.edu/campus,,09d-02,,,template_children,1
Harvest record for Social Explorer,Harvest record - temporary,Series,draft,,,,true,2021-04-27,Manual curation,Irregular,template_children,Public,true,harvest_999-0001,999-0001,999-0001,,,,No Schedule,,Social Explorer,,"This interactive website allows users to create maps and reports from selected census statistics. 1790 to 1930: County, state and national data. 1940-2000: Census tract, county, state and national data. 2006- : ACS. Also includes religion data, U.S. Election data, UK Census 2011 data, and Ireland Religion data. Generate thematic maps for census tracts. It offers a growing selection of shapefile downloads.",Warning: Requires logging in through an organization with licensed access. Different institutions may have licenses for different years or locations.,,,Queens College Department of Sociology,,Websites,Interactive resources,Census,Society,SocialExplorer|Social|Explorer,eng,,,1790-present,,1790,1790-2021,United States,"-179.9,-14.8,-64.4,71.6","POLYGON((-179.9 71.6, -64.4 71.6, -64.4 -14.8, -179.9 -14.8, -179.9 71.6))","28.4,-122.15",,,,,,,published,,,,true,2021-04-27,Manual curation,Irregular,template_children,2021-04-27 15:42:46 -0500,2026-03-13 10:55:43 -0500,,,,,,999-licensed-resources,,,,,,8888-001,,,,Restricted,,,University of Chicago|University of Illinois Urbana-Champaign|Indiana University|University of Iowa|University of Maryland|University of Michigan|Michigan State University|University of Minnesota|The Ohio State University|Pennsylvania State University|Rutgers University-New Brunswick|University of Wisconsin-Madison,,999-0001,,,999-0001,,,template_children,1
Harvest record for The Newberry Library Digital Collections,Harvest record - temporary,Series,draft,,,,true,2025-09-20,Manual curation,Irregular,template_children,Public,true,harvest_77d-0004,77d-0004,77d-0004,,,,No Schedule,,The Newberry Library Digital Collections,,,,The Newberry Library,,,,Websites,Digital repositories,Map collections,,,eng,,,,,,,,,,,,,,,,,published,,,,true,2025-09-20,Manual curation,Irregular,template_children,2023-10-27 11:17:23 -0500,2026-03-13 10:55:45 -0500,,,,,,dc8c18df-7d64-4ff4-a754-d18d0891187d,,,,,,,,,,Public,,,,,77d-0004,https://collections.newberry.org,,77d-0004,,,template_children,1
Harvest record for University of Minnesota Digital Conservancy DRUM,Harvest record - temporary,Series,draft,DSpace,,,true,2021-04-26,Manual curation,Irregular,template_children,Public,true,harvest_05d-03,05d-03,05d-03,ogm,,,No Schedule,,University of Minnesota Digital Conservancy DRUM,,"DRUM is a publicly available collection of digital research data generated by U of M researchers, students, and staff. Anyone can search and download the data housed in the repository, instantly or by request.",,University of Minnesota,,,University of Minnesota,Websites,Digital repositories,,,Academic institutions geospatial data,eng,,,Continually updated resource,,,,,"-180.000,-90.000,180.000,90.000","ENVELOPE(-180,180,90,-90)","0.0,0.0",,,,,,,published,DSpace,,,true,2021-04-26,Manual curation,Irregular,template_children,2021-04-26 12:02:53 -0500,2026-03-29 15:07:26 -0500,,,,,,dc8c18df-7d64-4ff4-a754-d18d0891187d,,,,,,,,,,Public,,,,,05d-03,https://conservancy.umn.edu/handle/11299/166578,,05d-03,ogm,,template_children,1
Harvest record for Wabash River Historical Maps and Imagery,Harvest record - temporary,Series,draft,ArcGIS Web Application,,,true,2021-05-07,Manual curation,Irregular,template_children,Public,true,harvest_09d-01,09d-01,09d-01,,,,No Schedule,,Wabash River Historical Maps and Imagery,,"Some time in the late 1980s, Dr. Robert Miles, retired Purdue University Professor of Civil Engineering, found himself rifling through a Dumpster bin in Louisville, Kentucky. He was rescuing a set of historic atlases that had been unceremoniously thrown out and left for dead. Miles retrieved the unusually oversized monographs (~3x2') and donated them to the Purdue Libraries Map Collection. The collection is additionally curious in that the maps published in this set represent an early success in the developmental history of using aerial photography to generate topographic maps. More about the history behind these maps and their source can be found on the original materials page. In the summer of 2006, volunteers from the Wabash and Erie Canal Park scanned the first of 4 volumes (Wabash River, Terre Haute to Logansport) and asked if the Libraries could help provide public access to the resulting scans.",,,,,Purdue University,Websites,Interactive resources,Map collections,,,eng,,,1929,,1929,1929-1929,Indiana|Indiana--Wabash River,"-87.529,39.400,-86.207,40.801","POLYGON((-87.529 40.801, -86.207 40.801, -86.207 39.400, -87.529 39.400, -87.529 40.801))","40.1005,-86.868",,,,,,,published,ArcGIS Web Application,,,true,2021-05-07,Manual curation,Irregular,template_children,2021-05-07 17:56:38 -0500,2026-03-29 18:09:14 -0500,,,,,,64bd8c4c-8e60-4956-b43d-bdc3f93db488|dc8c18df-7d64-4ff4-a754-d18d0891187d,,,,,,,,,,Public,,,,,09d-01,https://mapsweb.lib.purdue.edu/wabashriver/,,09d-01,,,template_children,1
Harvest parent record for U. Chicago's Social Science map collection,This set of 46 items was contributed while the library was still using Django. We enriched the metadata and shared the records in several places. We will keep the original IDs and records and exclude them from U.Chicago 12d-00 harvests.,Series,draft,,,,true,,Mediated deposit,Irregular,template_csv,Restricted,true,harvest_12d-01_social_science_maps,12d-01,12d-01,,This set of 46 items was contributed while the library was still using Django. We enriched the metadata and shared the records in several places. We will keep the original IDs and records and exclude them from U.Chicago 12d-00 harvests.,,No Schedule,,Social Scientists Map Chicago Collection,,"All of these maps (even those that say ""Dept. of Sociology"") were produced under the aegis of the Social Science Research Committee or its immediate predecessor, the Local Community Research Committee. Funded by the Laura Spelman Rockefeller Memorial, this entity particularly focused on supporting Chicago research. It is not clear who actually made the maps, although Ernest W. Burgess was definitely among those who administered the analysis of the data that underlay them. The maps were republished by the University of Chicago Press in Census Data of the City of Chicago, 1920 (1931), Census Data of the City of Chicago, 1930 (1933), and Census Data for the City of Chicago, 1934 (1934), although the versions used in the construction of this Web site are earlier editions published as separate pieces and held at the University of Chicago Map Collection. All of these maps (even those that say ""Dept. of Sociology"") were produced under the aegis of the Social Science Research Committee or its immediate predecessor, the Local Community Research Committee. Funded by the Laura Spelman Rockefeller Memorial, this entity particularly focused on supporting Chicago research. It is not clear who actually made the maps, although Ernest W. Burgess was definitely among those who administered the analysis of the data that underlay them. The maps were republished by the University of Chicago Press in Census Data of the City of Chicago, 1920 (1931), Census Data of the City of Chicago, 1930 (1933), and Census Data for the City of Chicago, 1934 (1934), although the versions found here are earlier editions published as separate pieces and held at the University of Chicago Map Collection. The maps were scanned at 360 dpi using NextImage software and were saved as tiff files",,University of Chicago,,,University of Chicago,Websites,Digital repositories,Map collections,,,eng,,,1873-1956,,1873,1873-1873,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023","POLYGON((-87.940 42.023, -87.524 42.023, -87.524 41.644, -87.940 41.644, -87.940 42.023))","41.8335,-87.732",,,,,,,published,Django,,,true,2021-04-27,Mediated deposit,Irregular,template_csv,2021-04-27 13:49:59 -0500,2026-03-29 18:34:33 -0500,,,,,,64bd8c4c-8e60-4956-b43d-bdc3f93db488,,,,,,,,,,Public,,,,,12d-01,https://www.lib.uchicago.edu/collex/collections/social-scientists-map-chicago/,,12d-01,ogm,,template_csv,1
